2,185660039518 7,497407756539 G7III
1,397926180493 9,310463745122 G0VI
-7,231999955288 -1,366876999879 O3III
7,532045285554 -6,835599379216 O8III
-5,450469629517 -3,876284229051 B5I
7,489710510314 -3,086894172656 A2II
6,734256073821 -2,632302144016 VII
-4,321699021305 -4,562316579503 G9I
-3,056567405803 -5,359584038050 A4IV
4,641040383296 -5,629066831358 B1V
4,039148812035 7,529337837136 G1VI
-4,424255679908 -1,631107988894 B5II
-7,500968062888 -5,565963188743 VII
-4,130250100920 -4,133854604458 K6I
7,694560473462 -3,773168711539 VII
-3,798261731388 -3,222678037877 G3III
5,259866127087 -4,674677873739 K1I
5,971695800440 -3,861321657258 F2VI
5,772515757414 -6,134345153987 B9III
4,252740582907 -6,367865755254 A7II
5,002989820385 -3,281378723894 B7III
5,038977001251 -4,584350648960 K6V
0,437035618654 8,594393026923 O4I
-7,767823971274 -2,531563260866 A8IV
-5,120944454083 -1,348644503250 K7I
-3,328271215625 -3,674904962788 G6II
8,730648256660 -3,313760629188 K3IV
8,113899929770 -6,097879464700 B1III
2,561636627132 7,979232935028 VII
3,190839362580 6,316418283515 B0IV
7,080668763709 -3,933040964478 F9I
4,511544887013 -5,545316742074 VII
4,486841678557 5,818656124880 M9V
-3,145107063035 -2,850834370293 K7II
1,262809690129 5,319867405718 K8V
4,886131305553 6,379287499892 F0III
-4,518661164663 -2,692524762569 K9III
8,585251666300 -5,439547979152 G5VI
4,673494641320 -2,430277079436 K2I
-6,385993331726 -3,768298717981 M3III
2,799057783871 8,127120753231 A7V
3,108624106646 6,995781705608 A1III
8,760643314245 -5,393184201594 A9II
6,287134161755 -4,394375625680 B9V
-4,635343365565 -3,772836389368 M7VI
-3,972935588990 -4,750846180143 B1III
6,767092496123 -6,174989689700 G3VI
-4,246508974073 -4,068119569803 G7V
5,115700150208 -2,530995698900 A8III
-4,592967124857 -3,431971844952 M2VI
1,114577266811 9,240357055629 F1II
-7,825542622019 -2,056847774191 G5IV
4,514015513217 -7,075574102102 M4I
0,812447580243 8,486659377196 B5IV
8,891780592446 -3,481246594487 A0VI
-4,008111703153 -4,326925990980 K2I
-5,919529203057 -4,955025208546 A4VI
1,283313083530 5,021904653945 G0V
6,625547724627 -2,706222989718 F7III
7,556666948954 -5,919781155810 B2II
4,396898635695 -3,918188025813 K2IV
7,033397936029 -3,315988090618 G0II
-5,937915484124 -3,424320381048 G3III
-5,360423077044 -3,762381012911 G4I
6,835398406002 -4,431370895652 O1II
-5,242825121324 -0,789567813465 K9III
-3,772202412837 -4,106572467586 B1III
-7,070175524041 -3,430053948596 B0V
-6,729748194448 -1,983836299154 K3IV
8,456420437671 -6,042115483162 VII
8,907157335516 -2,452880752024 A9V
4,346081945270 4,556839648752 A4IV
6,253039846544 -4,754143293462 B1V
1,842998714682 8,898296763590 G6IV
-5,078956852931 -3,331216774795 G4II
8,185535624043 -7,200558385102 B6IV
4,617187552205 8,904643822931 O0VI
-7,241417110088 -5,393331609862 M9VI
5,197855111167 -4,833928981494 M6IV
-5,327836027381 -5,506885548733 VII
-3,981900144432 -5,340859015665 K3IV
5,687520781372 -4,405691203615 F1IV
-5,672902166000 -1,005554410642 VII
9,009965289287 -6,847524866719 VII
-5,552490823657 -3,905724898293 A3I
-5,977667770822 -5,623562736446 A9I
-4,062906743988 -3,067834445852 M6IV
6,409631502598 -6,131434339487 G3IV
2,345417942885 4,502699620875 O4III
-7,663407160114 -4,398921820420 VII
3,794890641622 5,604216601327 A1III
-7,289008904444 -1,470275054332 F1IV
-7,842270488336 -3,632612936965 K9IV
-7,287396891390 -3,502708070622 G7II
-6,152165324890 -5,132908772682 B7IV
4,081802448827 6,346321770776 O1V
2,077217057182 8,563136050531 O5III
9,007290144382 -5,262733468809 B3IV
4,290515800558 -4,816995855044 K1IV
-3,136639375278 -5,649192604013 K3V
8,821393820038 -5,770812404549 A0IV
-7,293320287453 -2,822550522420 K9II
1,600557566755 5,845859154709 VII
5,377121453284 6,687246152603 K0V
4,245444683332 8,262796028837 F4V
4,995512524492 6,211235666084 F2V
0,437039372040 6,269706782792 A5IV
1,514219759103 9,330368349091 O3IV
5,924565023490 -5,327983333415 A5II
-5,500420490205 -3,062242364598 K1I
7,557618058381 -2,325722648032 VII
4,284660072358 -3,492550687443 B8I
-7,992753579035 -2,924704142365 O3IV
-5,499319112538 -1,868585178490 F0I
6,353869941546 -2,916929206065 B8I
2,915251389038 5,000795854073 VII
7,328007051607 -6,551195831198 VII
5,212546816851 -5,612168890398 O4IV
-3,840774099680 -2,792565416250 O3V
8,303785241068 -3,936660496277 M2V
8,967117052639 -4,407357449203 K2IV
2,903616950770 7,849091252869 A9I
-5,910818618978 -2,564880470169 F2IV
-4,105822354794 -4,689174272780 M1VI
3,386286223500 5,391719963192 M6II
2,055117183322 4,751181615136 A4VI
1,005171917663 5,614788765428 O8II
-5,923358863767 -4,503536439208 G5V
1,746222240732 6,474774023010 F7V
4,757993697424 -5,032226378888 M2III
2,882655765380 6,920411841078 A7II
7,228032546826 -6,705927585198 O5II
8,015067155074 -4,951822027912 O2VI
0,708069867784 8,440234750639 M3V
4,362812547453 -5,471541866786 VII
-7,503894780411 -4,387082544898 VII
-3,581002454849 -4,359463907424 A0V
-5,783841599358 -5,437056949063 B6II
-3,488217783915 -5,243755899391 B1VI
3,224552633085 7,279230954686 M5II
2,009594619836 4,880188971755 O7VI
-6,569819385226 -2,684123094251 K2III
5,524407668337 -4,735422699205 K6II
0,840856882455 7,167338335747 O4V
-3,464952054395 -5,251797888702 B6III
-6,384904174065 -1,090915629696 G3III
6,694288101312 -4,746135188077 A5VI
4,923982249873 -7,089905241272 K7III
7,328848628405 -5,673419199604 K2VI
1,817889331762 8,854471025025 B8V
-4,345548363215 -2,599883947245 A4I
4,073928176101 7,028749544880 K8VI
5,506415189213 -6,276862044956 B1V
-7,642997841070 -5,223901932162 A3III
-5,683790704063 -1,918932122321 G5III
5,860302023524 -3,912458577523 K4III
5,519780879151 -5,903968865094 G2V
7,479205591235 -6,741193867783 VII
4,937400151794 8,353041239987 A2V
9,039178854232 -5,942136106628 K5II
3,035302665896 7,518420656012 VII
6,162145678011 -4,339640315993 M8II
8,924417799863 -4,774899626787 VII
-4,927533506250 -2,667565999171 M4III
2,192488695344 8,968839060695 O9III
4,782975136165 -5,791823776265 O7V
0,778767060084 8,949776556558 VII
-3,941969428153 -1,990354920190 VII
-4,282270152975 -4,922351698714 VII
2,488680659166 5,434937085061 VII
-5,526725927582 -2,248114515482 K4I
-4,872890924657 -3,008573377905 O6V
5,550219859653 -3,486636894287 K7V
5,033190628808 -3,050944081150 A8II
7,175497764463 -2,430287972645 B8III
1,767086865686 5,897763349697 F0I
0,999926611533 7,130397310132 K7II
-4,224523820641 -1,351374252564 F8I
7,187376095046 -6,119102485780 O1VI
5,144206077974 5,576165969137 M8II
-7,260034405026 -3,890246728832 G1I
3,675512034216 7,159686506299 M2II
5,761947896506 -3,563626012733 M6II
3,127636795646 6,340376358943 G9I
-5,492912793277 -1,443644396534 K7II
0,611791197340 7,825457314590 B9IV
-7,680035594819 -1,995495534176 G9VI
2,955411065223 8,849339372550 F3I
2,489702392528 8,620998161530 B9III
5,388706827511 7,486174804051 B0V
-7,612918200089 -2,136837018585 A4V
-4,345316192232 -3,264485703700 M5V
8,819843321699 -5,733313274232 VII
-3,689558244594 -0,939416247194 G6I
4,912619230016 6,765097123715 O7III
4,821282643014 7,870294036611 F4V
4,522135254394 -3,885015696854 F7IV
1,407523205795 4,657619612190 F9I
-6,260708570646 -3,651253690983 F9III
5,301215203831 6,031690359544 F9IV
9,098402324565 -4,124280864587 K1V
-3,774025491613 -4,277092802729 VII
3,699516583822 5,102848695984 G3IV
2,119303443048 6,740279538242 B2V
6,703563935092 -5,286224206651 K0IV
6,791944294164 -3,737309018245 A7V
7,995586961376 -6,590956201723 A2V
-6,990451046603 -5,290656800174 A3I
6,234525626497 -3,643926557054 VII
4,786314944750 -5,642358063723 B3IV
-6,719482135043 -3,542024803358 M5I
5,403423705440 -3,866324007979 VII
3,363182783224 5,452894755159 G0III
-6,353339724164 -1,036725073880 VII
-5,385445812445 -2,346987562933 A1I
-6,051643917476 -2,235054312813 O8IV
-3,217677411853 -1,005852840078 B6III
0,816541054558 6,132394750923 O3VI
-7,241320534407 -2,552989526365 M3II
-3,492422427625 -3,347776083060 A6I
5,234011442810 9,171801462399 B7IV
-6,379636687329 -2,024290588176 B6II
6,866891203308 -4,901482386683 O4II
4,374200127010 -6,302574155370 O9VI
1,015034068083 5,717622762840 K1VI
7,324248488104 -3,839193603728 A1II
4,139751951202 -4,261867231850 M7IV
8,976122263785 -7,189682957099 K1III
5,277950250136 -3,994352662316 O0V
5,361358773206 4,745021336861 O6II
7,419113431678 -3,082696695966 B4III
0,770640364331 5,195446307217 F8I
8,035118231215 -4,280070526887 K5I
7,508880017979 -3,494487527448 VII
-7,674614939510 -1,035649846109 B7V
-5,001261637530 -2,734270110305 VII
5,243153547604 -2,949914643363 M6II
-6,231079871858 -5,504973586560 B6VI
-6,409817828746 -3,319961778836 F3II
8,195667118287 -6,851807075504 O2V
5,876630721550 -3,590045443670 M4VI
1,119166774893 4,522581782698 G7VI
2,054248400382 7,577352060700 VII
-4,078893014783 -1,792304232603 A8III
0,568761443051 6,509636690479 A0I
-5,849787009661 -1,807133064898 M9V
4,652314277330 -6,420536581003 A5VI
2,568530698271 5,648931841921 K4II
0,820452158079 8,670167691629 M8IV
2,009643466709 9,055216992795 A1I
3,791843937394 9,244717782908 K2III
8,521295402173 -6,537324138192 F1I
0,462884702178 6,731860936641 VII
6,669253441950 -2,510368715680 M0V
-3,579811759012 -4,002330065471 G1I
-3,993275222756 -1,300875470163 VII
-3,587636333472 -3,304918157874 G5V
-6,530345043431 -5,556799681514 VII
4,787095558695 -5,071370280621 F5I
6,982307332583 -5,785492904381 G6IV
5,483810009076 -4,754383289915 M1I
3,388354093432 8,472363442019 B3III
4,152772400501 -4,273375679555 F8I
-6,626433537504 -4,960265538692 F7III
6,468463892925 -6,998767679316 M3V
-3,709053393467 -0,792125886285 B0IV
3,660751053908 9,280384865838 VII
-5,815560544873 -1,285347791734 F7II
0,898930621607 4,924852678471 O1IV
4,600416035295 -2,537664746308 O1IV
8,361822116165 -7,183452526794 F5III
-4,084283129416 -5,406841238310 O1IV
-6,608609353378 -5,505543358113 B5I
5,894910253546 -5,189040570728 M7II
0,460400081156 7,070471030293 O0III
-7,847109470686 -4,801055191640 A9III
5,126405535183 8,192091862191 F4II
-4,240521975661 -3,409828215142 A6V
7,102359326199 -6,758137016457 G4III
1,129823979520 7,924676198609 G9I
4,529038686704 -4,039720607972 B1IV
4,189454202479 -6,639564148597 B6VI
-3,750935764559 -1,946905462824 O4VI
-7,324806376649 -1,650593618264 F8IV
2,149062907724 6,282884753566 VII
6,870359432315 -7,151499492445 O4I
6,007394269601 -2,810914444184 VII
1,464598321404 4,984256612407 F9VI
5,401395818057 -4,374863357803 M2VI
4,580613431116 -6,547939829081 VII
5,588151089919 -4,532636613528 A5II
2,280102957421 5,969115820185 F6V
1,430866964043 5,521629970890 O8II
6,354758116989 -2,660899123522 M2V
5,972629782685 -2,443339650367 A4III
-3,456265914806 -1,966466706752 O5III
1,001676494802 5,596079440821 VII
-3,755076222033 -5,603755294573 O9V
-5,751879606344 -3,831573171248 VII
-7,519105655523 -4,822634439351 M2II
5,440954387054 -6,742983225143 B9V
5,602685790911 -3,469743282862 B4II
-3,745777757393 -4,674029729817 O2VI
-7,188629502804 -4,835040404853 K2IV
-7,729600503300 -1,913023682136 B4V
4,957999625703 -5,146071597545 O4V
6,527957763304 -3,319854533219 M7VI
6,232334387919 -5,182698515481 F4V
4,906973265929 8,967673821473 A4I
4,266996849436 8,044544691411 B2I
-4,742752852413 -1,037508621344 A4IV
4,618507012769 5,469338063920 M0II
-3,429131885109 -3,495729876916 G0IV
4,509620940952 -3,497955436320 F8V
4,886748902982 7,114139954820 F7VI
6,096432805532 -3,712457820696 G4II
7,064041459481 -4,286287423072 B8I
-6,003666301357 -2,817228037795 K7IV
4,985923660389 5,668963890236 M4III
-7,367050801204 -5,267124708443 G2VI
-4,381300105163 -1,678789519291 M5VI
-3,431201733838 -5,205502670848 A6III
6,104549180307 -5,785378227439 B0V
6,166055384052 -2,391211418987 K6IV
4,686602371331 6,886080847707 O0I
-7,639377232792 -4,489370518821 B2II
-6,411503091140 -2,760027359586 M1III
4,134565202280 -3,244901641816 B2I
3,732378658145 6,538665721681 F0II
-5,881580878076 -0,843547068115 VII
4,798713377445 7,844998310288 O0IV
5,417491350230 -4,363286215155 K9II
4,527537064469 6,497830349622 B6III
-5,718875638654 -2,500426874508 M7III
1,870420299963 5,302678439306 F7III
7,209013533094 -7,118915982041 G8II
4,456578908128 8,587547169910 K8IV
4,443113494411 4,769000204135 G8VI
8,129730445909 -2,572448544582 O5IV
6,512422212325 -6,771883971449 G8I
-3,539127594983 -3,099419720700 A1VI
3,084869730872 7,627657813468 VII
1,494291288588 5,060511238187 K3IV
0,738422805533 4,632439979474 A4III
4,418961105466 -6,164002247635 K9III
3,919844886031 7,860560009457 VII
-4,480463422689 -1,101255159014 B1V
-7,223760158912 -1,838237799313 VII
7,118181892509 -3,167712638551 M5II
-8,046890187453 -2,252026795446 O3V
-4,977921194525 -4,127966735910 B6VI
2,241028192809 5,539111193298 K2II
-4,280226093992 -1,578660205624 K4II
7,238282954862 -4,506483633628 G5IV
4,215815186724 -7,110707404710 K9II
8,274782315220 -3,594908138508 F2VI
-3,162268911277 -4,219001895896 F2III
5,218828195158 -6,814855038958 VII
1,303359998724 6,864310071122 B0V
8,518313059806 -7,239666301121 G8I
1,144622826946 8,257381639796 A5VI
7,337892494215 -4,709682458088 B6IV
5,035269730152 5,121395841816 K5V
-7,433617283258 -2,519206150558 VII
8,948065184016 -2,944211890446 F0II
4,590085943817 6,746866529981 M7VI
5,370484905073 -7,103005884922 B3III
4,844256990698 -3,287554337212 A3IV
3,462244093636 6,625785454041 VII
-7,121431296323 -4,702723821298 M8I
0,688238542343 5,124213385888 K2III
-6,692752035959 -5,439772028766 M6II
5,282874002799 -6,417232385033 G8II
0,578106364070 6,736498403189 F6IV
8,062742398695 -5,070844780298 VII
4,402114157867 6,248559977368 K8VI
0,760660238935 8,865757276989 A7VI
-6,545169730012 -3,359011030150 K0VI
4,234110508817 -2,912401784732 VII
-3,922116684102 -2,722712926647 O7II
8,835587345619 -4,754378738646 M3I
-6,819361404685 -5,533805199121 O1V
0,701430643128 4,515494295403 G5V
8,911454347307 -2,524870819151 K5IV
7,177055697787 -5,179880924571 O0V
5,276942069228 4,447289793498 K9III
7,027880161406 -2,483786329598 K6III
-3,742161418062 -4,492372742089 B8IV
-6,078977423564 -4,718520471697 O7III
-6,438018849899 -2,119783617371 B8V
-7,637147520954 -0,947540263622 O0II
-7,877575001842 -5,305116764360 F9IV
1,638689750533 8,957717788651 M5IV
-7,083059365869 -4,154388537247 G6VI
-3,236829143063 -3,763199835583 VII
-7,801857324451 -1,957301065947 G2V
1,526746622215 7,102717029834 B6V
1,648301795985 9,351931198704 A3V
3,264501844963 7,685200124026 A2VI
4,025330433650 4,384402247814 VII
-4,249648982350 -3,559106653235 F9IV
-3,900210831595 -4,450275698305 A8I
5,667919920397 -5,549169130820 B6I
9,004424443612 -6,340399547655 B1I
3,698054796345 8,036597748155 K1IV
3,201285335344 6,150832838830 VII
6,684067897926 -2,300111543731 O3IV
-5,228583800327 -1,890663578514 M6III
4,319564837255 8,103687650161 F0I
-4,215539635129 -2,136901969817 A8V
5,942266812820 -2,375538568173 M9II
0,485096696175 7,050453301096 M9I
6,634869846853 -6,121581485769 M0II
-4,138677427324 -5,113556922368 K8I
-4,563133715028 -5,716279751406 B9III
9,061036718270 -6,857102848227 F6V
4,646830729656 5,500400522286 VII
1,095029937116 4,391357176751 M4IV
-4,331128949856 -4,715366333919 B5I
1,778580736718 6,532248450087 G4IV
-4,848991038764 -3,267742954170 M4II
-4,367281675126 -0,855467254558 F4VI
4,971898655490 5,338071721652 B6VI
5,047222729433 -4,839421317368 A6VI
2,032381262331 6,124595496285 F1II
-3,111559944665 -5,006309141632 K1I
8,117294874508 -2,528370772175 B5II
7,476559236959 -3,713816954109 M4IV
5,113921708161 7,906889163790 A4VI
8,027210344711 -6,798305593417 M1VI
-3,992225560234 -1,308327796275 O9V
1,772296380023 6,680240268075 G4IV
4,237800625235 -3,363989754503 O2II
-3,669884620073 -0,756122950557 O5II
1,692260000793 9,335891893804 G8III
5,186274011503 4,382638545081 O7III
4,907697523108 7,816138908618 K5V
0,501260130287 7,122710320158 VII
3,105482690751 8,365655275874 B0VI
4,891201282740 5,457598818027 O6IV
-6,918452820291 -0,970786007015 O8IV
3,649282226212 5,203825395341 M3III
6,361419943505 -4,237678953275 VII
-3,853161580291 -0,938701548313 VII
8,268934860793 -5,848529621367 G4IV
4,633807550506 -4,070922257492 O6III
6,662130794403 -2,734517605145 K0IV
-3,393547651967 -1,605176462807 VII
4,835337671063 -2,709556281393 B5I
-6,984907180719 -5,377476553721 O2IV
7,058908723348 -3,789451714532 K1I
1,960166933515 7,194631251267 M8I
5,186359096742 -5,234624952033 G9II
-6,012680653721 -3,422197894014 A0VI
5,169758696871 -3,320931601566 VII
1,648202849616 6,481927801528 B6I
-7,640515517094 -4,715877229222 O6II
4,726721886822 5,609123171098 O4I
-3,782751955053 -2,565161514212 F8V
8,764368548289 -7,056717256663 G6III
-4,396621641922 -3,030524010540 K5III
8,679480908508 -6,999949094568 F3VI
5,409153399902 5,320637284639 K3VI
-3,109562617542 -3,983674806437 B5II
5,580570483332 -3,046645895342 A1VI
-6,875785813173 -2,953241304990 VII
5,209698714609 -3,569565085760 VII
5,327311798039 6,239014968646 A1I
7,311032382822 -6,993870003803 G2II
6,041243724139 -6,567793438733 B7I
4,933998439834 8,701252205878 O8I
-3,971617137129 -2,357345598361 VII
8,976782365242 -3,794910974162 VII
8,369877934340 -4,913273419147 B4IV
-7,590821030835 -1,939691086621 K0IV
-5,279713016387 -4,570296902566 G4II
5,280261476379 -3,129993966011 VII
7,230647603963 -5,943503759631 M2IV
-6,489621057062 -2,866957559510 G5VI
-6,504609366020 -2,202256036685 M6II
-3,781642234121 -3,982318590931 A0IV
2,883305507751 5,716727485491 A4III
4,180523645802 6,618054340339 M8III
4,601875056277 -6,280069662099 B0I
-3,645388226687 -2,092276634421 A9II
-4,441013434121 -4,064038684913 B9V
6,281195433238 -2,610104995482 A2IV
8,119496828321 -5,254827761527 K1I
1,948996714030 4,514405285103 F8III
1,298306272961 9,119635066166 B0II
6,889881388140 -5,126851887849 M4I
5,738473679901 -5,586606847201 VII
6,135116674650 -6,187664528135 G2III
5,958473142756 -7,021494896712 O9IV
4,254752632126 8,390408308558 G8I
4,577363842619 -3,820625823742 A1V
6,005146295001 -3,739309252086 O7IV
4,818001689814 -6,244574109696 G2V
2,001535162332 8,043131439290 A6II
-4,320335613893 -4,146375076623 O8II
7,518614581221 -2,858301506658 A3VI
-6,808590560270 -3,049575355235 B3IV
-3,761490729345 -1,322990043428 A0I
-4,688751162985 -5,714196952249 K7VI
4,509661472391 7,766646511799 B4V
4,303405081129 -4,120717282312 A1III
-7,929274732154 -5,258059243404 VII
-5,794288612931 -4,154084367261 VII
6,366436774131 -5,998329787808 F2VI
5,862056630234 -3,000845334467 F7V
2,126446942742 8,243357256124 K6IV
-3,972583772822 -4,995680385907 B4IV
-5,931662318651 -3,463696147923 K2VI
4,488514710793 6,927188340418 K6IV
2,971020161399 5,938170951400 B6I
1,285868771044 8,945265588304 A9III
4,349143075280 -7,223551175753 O0II
4,501726557083 -2,565354361699 F4II
-6,450918718147 -3,994883268194 K0III
5,716448965652 -4,070415283751 O2I
4,809963217760 8,156325839050 A7V
7,659224851411 -7,208297501745 F9V
-6,994296684667 -4,587208489172 G8V
-6,547965730524 -2,643207889226 M8II
-5,783290600567 -1,073213723590 O8II
1,370833203302 7,398247049438 VII
4,821538643410 -6,642003204975 A0I
-3,707866926103 -1,134226112987 A9V
-3,843619719304 -2,585154274421 F1I
0,904762523783 6,063543422026 G6IV
6,198938992857 -4,648982797929 B0VI
4,394362041697 -5,748469996496 K2II
2,242686078034 5,683589538495 B0V
6,953347761968 -3,556033490448 B6IV
2,141396286022 8,913563180048 F5IV
-4,009770214009 -1,758556784937 O2II
-4,296245615418 -3,044773173810 F7II
1,029320615627 8,291615858449 O8II
-4,340070485953 -1,013380170060 O6V
5,942511257053 -6,144997902631 B4IV
-6,974542102733 -2,671501706264 M9I
-5,250003028356 -1,191330291602 G4III
5,036473192327 5,144449200367 K8II
3,396188436702 7,394067465376 K0IV
4,409933212599 -6,017482651798 A7III
-6,688871277926 -3,158419679502 VII
0,599596333322 8,586247139464 M0II
-7,621614504434 -5,126019157663 M5II
-6,012796229395 -2,451283035721 M4IV
1,364426852765 8,151284009799 K2VI
7,995484953076 -4,582975996095 VII
-4,385408820562 -4,281812024707 VII
4,893772500094 9,036874418861 B4V
3,473302660741 8,835547842595 VII
4,587851699998 -6,464423562808 G8I
8,452259978975 -4,829484154395 VII
2,532103705949 8,215373054054 VII
-6,746774895172 -3,407115738160 K6I
-3,921902571556 -5,100089308822 K9V
5,421843331504 -2,500957673204 B0II
-6,746140103553 -2,080716749036 K5V
-4,006245935791 -3,172792098091 K4III
4,353248252503 -4,317228073867 B8I
-7,683322661426 -4,810419270869 K3IV
1,299344278613 4,651937000755 B3I
8,120166629595 -4,388939869052 M4II
5,519126345999 -2,636749038415 VII
2,247017658277 9,232693331961 VII
-5,814978020710 -4,098801700567 O0I
8,043762851353 -6,835488880253 G2IV
5,077901151328 -3,919386518852 B0VI
8,644691542679 -3,727410832254 A5III
8,736996439916 -5,614500537572 M7I
-3,773570037981 -5,097561533346 B1IV
1,784906484525 5,385452354840 B4I
-3,076343975432 -3,319248896942 B7II
-3,750879785823 -1,975877526271 A9VI
-4,982972025540 -5,218315861819 B1IV
8,625902574840 -7,031566630899 B4VI
-6,927500578053 -4,575205180706 O0I
7,258174125120 -3,260819898796 F4V
3,690076495628 5,949348183225 F3IV
5,641306251165 -6,751295948703 A6V
3,997931787596 7,561324427991 F4IV
1,380305346104 5,021602102656 G0I
-7,396346123184 -5,150316009561 O6VI
7,913907003013 -4,671093372701 O9IV
8,665245431146 -3,262125508230 F8III
2,842833299633 8,301186371845 F3III
4,245917560065 6,869093824728 B9V
6,397561887539 -5,328139769133 K0III
4,563668954393 6,180356102911 VII
-5,377114917447 -4,345155339722 VII
4,840966911006 -4,916117568978 VII
-4,852160431937 -4,241850045391 F9II
-3,084323313737 -5,157491959422 M5III
2,364581787969 7,628863332425 VII
-6,517927223017 -2,031004102197 VII
5,067915298366 5,385874343773 K3VI
4,569152502121 8,050810943716 B9VI
-6,147477827131 -4,270448880550 VII
-4,682175087281 -3,936420924014 O8I
-4,474666068672 -5,653776149721 B8VI
2,500784950241 9,260800547181 K3VI
9,084295322131 -3,992530101609 A4II
5,107216135783 -5,240548446741 VII
8,299577097489 -4,087390075563 K1III
3,838245195230 9,088792794649 O8II
1,813814671169 8,553663259722 VII
1,104479155905 6,995012035408 G3II
-7,777534676712 -1,252524887398 A7V
4,340778009503 -7,258557756439 M4IV
-6,591209118825 -1,709538982053 G2III
-7,223679270898 -3,281895515231 G6II
3,302747547912 8,440988256275 K7I
-7,731113133831 -5,303593077302 M2III
1,235359577926 5,304703301809 K0III
-3,105727819394 -2,732424992532 F2VI
8,033492896447 -4,386827440915 VII
4,593473390991 -7,117222229463 A9V
-7,468276334914 -5,480074712968 VII
-7,084287915905 -2,054832248500 A3IV
-6,596854435455 -5,666090364806 K1II
4,508802454996 5,535595099663 G7III
-5,238358129109 -0,839825167156 K8V
1,266275186301 5,780931437902 A1I
5,613257647208 -3,507300007238 F1III
8,427407058947 -5,583889797022 G1VI
5,904288279774 -6,147565986350 K7IV
6,861816635816 -6,919046121233 G2III
1,993830630548 5,248149326190 M7VI
-7,236852393857 -4,238628738386 A1I
6,344898701990 -3,685236297181 M3II
4,251978656791 6,986166373360 B4V
7,264834111792 -6,171400963418 VII
4,003221176612 5,261680052250 O0VI
-5,117834254925 -3,479308435040 A3II
9,120641340850 -3,000909056168 K7II
4,609355062428 5,935609720994 O5V
9,102509088497 -6,835833102007 B8V
