8,525455623533 2,158536934444 M6II
8,385363733304 1,964664071117 A9VI
6,817625247538 1,587937312425 K1V
8,831475372134 3,787026385169 M2IV
7,916598362503 3,757899703608 K4I
-8,157288939905 6,522368797670 M2II
-6,978309666180 8,077608782604 VII
-7,659598661538 6,187789104049 B1V
-8,163107137334 6,443018803089 F9II
4,601123819363 3,145067805459 F7VI
-7,835193673327 8,477649734391 K0III
4,032875295156 3,705636426572 A7VI
6,135056088925 2,876815758316 VII
6,153602277300 3,447846914058 B6IV
4,903545891625 2,660550601531 K2II
5,704021680917 2,063725531837 G3V
-9,607696055109 8,121980436300 O0VI
5,256086331653 2,565971399595 M5V
6,094512306174 1,740971010100 B4V
6,254406259520 3,148711215270 VII
8,344866638980 1,431966868000 A3VI
-6,205354728075 6,778792001960 F2III
4,628340043576 2,003185695577 VII
8,700826930109 2,949482136236 O5IV
-5,622421997673 8,137026128208 B0V
-7,102537745890 7,009293657539 M6I
4,537535772903 2,696833503468 F1IV
7,694205018090 2,712067654646 A1V
6,294992633414 1,660226850047 M8II
6,191321227865 2,384904063506 M1I
-8,335787828166 8,389200938623 A0V
4,949358581363 2,931803909369 VII
-7,437294332608 7,575587932439 B4IV
6,076854048964 2,581749542672 M7II
-6,058405935514 7,277975582571 O9V
4,400446267877 2,818533033757 M5II
4,471184818048 3,394206157593 K5II
8,244642941750 1,366931965217 M2I
7,420615138587 1,435722169098 VII
5,348327565870 1,970789245023 B7VI
8,225330036065 1,601849984871 K4II
6,675612683568 3,566627379627 A5V
5,629979575986 2,361940053638 K4IV
6,439895051662 1,560104650778 G9I
6,782992747634 2,218589052397 M5I
-9,410044191126 6,061395465809 G9III
7,017470971454 1,613478959435 M2IV
8,961283668365 3,111189294679 O2II
5,947755675054 3,743618573437 F1VI
5,235798142345 3,360492328853 M7V
-9,440466916408 7,884373620904 M9VI
-7,600410847509 6,410721677125 F0III
-10,422702336870 6,219530272958 F5V
-7,511333101120 6,250648013008 G5III
-8,127954767456 8,399366937338 F2V
7,203440946021 2,047018999006 F6II
8,325445017128 3,007150775066 F9IV
7,102845243407 1,526556283721 F0III
8,082662545016 1,379877799691 O9VI
-7,689324752313 7,452629136907 F5III
8,082115934583 2,041566371315 O2VI
7,557592509717 1,835440683345 K0I
5,482035093101 1,546120333985 A8II
7,962143966272 3,505090244570 K7V
-9,158806751620 8,318306990114 M0II
-7,599299810523 7,762834345056 K2V
6,700095030638 3,991125142872 VII
8,098622576175 2,767047080175 A1I
-8,344993007926 7,306409162650 M9V
5,185565104246 1,780041082857 F6III
7,420699776893 3,285169235034 F1III
4,224431342155 2,760026468456 F0IV
5,924684983348 3,718758286652 VII
-6,673862499438 5,522209872678 B7I
-6,894272203534 7,426119072849 K6V
7,280042793763 1,559397856718 B9IV
7,379661539703 2,431216291104 G9IV
6,820913668858 3,169811122645 K2IV
7,662567644120 3,428239595080 F0IV
6,231605824258 2,380401899747 G6III
8,221701759138 1,692583175047 B2I
4,780073762779 2,528649816063 O9V
8,766319112432 1,690570447128 A2III
-8,828332032779 6,510887185791 B4V
4,714472006663 1,167973867638 B4I
7,268556855105 2,236544570404 O8II
4,013147139880 2,581220390331 VII
7,621737096830 2,965785498995 M6V
-9,017156462459 5,992348252944 G7V
8,696959026187 2,606905431209 M2I
-7,089219604899 6,027109908914 VII
4,320815326696 3,630034794559 F7II
8,494466790498 1,307240452471 A2I
-6,342823776665 8,312046775911 M6II
7,391615252316 1,348847937054 F0IV
5,423988669106 3,313540042573 F9V
4,362755335887 3,427227698811 A5V
5,616463157506 2,297410858426 M4III
7,216624629278 2,186898926035 K4IV
4,302629619958 2,540317872326 K0I
7,603882133287 4,110306333624 K8II
5,276923892543 1,946344862528 A3IV
4,168513223462 2,958849649455 K0I
-8,234036334941 6,555212482408 G0IV
8,949802024530 1,430693108299 M3V
4,304421571591 3,019403818191 VII
-8,620417602770 7,823574253457 K9I
6,291078241715 2,026135408116 B7I
7,178608112529 1,249376691153 G8VI
-9,869803475481 8,189876920943 B7IV
4,260537279106 2,613213505810 F7IV
6,862811641428 3,481170975642 G1V
-9,201563629189 5,929475652227 A3II
8,560668869284 2,175437857228 VII
-6,516004852675 6,889842056111 M5VI
7,162795549303 1,998877616318 VII
6,477715651106 3,003678720327 K4II
6,712606845036 3,334274637764 A2VI
-6,050671179252 7,281810220052 F7III
4,148330658110 1,157113333234 F8VI
-8,153501799433 6,742764016079 G3III
4,343050913048 1,992342058852 G4III
6,750563944455 3,362663327116 K5I
-5,646078844327 6,164388156580 M4V
5,629027619085 1,322562244282 G7VI
-8,969230668620 6,882960998452 F6I
6,623259683330 1,879245807809 K9II
7,381917775289 3,260327668691 O1III
-10,515989865303 7,261363245231 F4I
-6,335425076321 7,059294351850 O9VI
-8,020265632904 6,163701027054 G3III
-7,350183412525 5,870019170820 M1VI
-10,144865690800 7,176581369264 A0VI
7,707169881742 3,289271398364 A6III
-6,536428973343 7,709667835095 F5V
-10,303559306321 7,460110108935 A2I
-7,042739779366 8,439404820531 K5I
7,354409072524 3,357605894271 M6IV
5,525101874457 3,115285677096 F4III
4,503161094704 3,224207419723 M6II
-9,362111563686 6,893321866921 M4II
7,747479317085 1,201851466450 O0I
7,668012760322 2,646980800495 VII
6,693547012933 2,755511725635 G8I
8,298579020545 3,839075348177 A6IV
8,060754721378 1,781699730962 VII
7,172028961936 1,581560822223 F5VI
-8,835465085612 6,757830908755 VII
4,978251293679 1,274156950730 K1II
5,486310839255 3,977839417761 O3VI
-7,976227620723 6,109461507326 M3I
7,409519930729 2,466717786458 B5II
5,428642541666 2,396235515745 M7V
6,036786334327 3,914160596619 G2VI
8,939877744342 3,729591224395 O9I
7,768770999948 2,344410201829 K8I
-6,741871871418 7,939392263429 O0II
4,437354357076 3,982314449893 A9I
-6,868771354273 7,768161485575 K1II
5,417044390389 3,995354038685 K5IV
6,678727873326 2,326294111540 F2V
-6,834107999798 8,258510440398 VII
7,187250224908 1,594822036935 VII
7,533824405336 3,138178748258 G4I
4,860390713253 1,799695163879 O2II
7,876127643544 1,488522985715 K7VI
8,589854933098 1,962825525966 O9II
7,938885728400 4,063864077794 A0I
7,651225151304 4,043020659703 F0V
5,584859921825 2,968014937091 M9IV
4,972370413182 2,959442087973 M0VI
-10,200871030429 7,818409120323 O2VI
4,723220377586 2,559787834298 K2II
5,358679413497 1,912005715323 G2IV
-8,264404870164 8,326040839241 K1III
7,757249554223 1,283167655461 VII
-7,393142065490 6,178826951521 VII
7,222092366997 3,773426302805 B5VI
-9,453999920014 6,729733183774 K6II
4,529431077928 2,041568083730 O9II
6,398781715329 1,967907956945 VII
4,132665791619 3,506776528997 M9IV
6,750932069011 3,172322479463 F5VI
8,006017618867 1,450647955758 B4III
6,238783618251 2,284343139887 O7IV
4,454189444947 3,058317504440 M2IV
-7,065248682319 6,962923294431 O8IV
4,559466417873 1,852895195204 O8II
8,438456268424 3,572985934747 G9III
4,856358807907 2,026926424274 F6III
8,751490923840 3,258447495302 K5II
5,716324965459 3,284344394793 B5III
5,662742211324 2,715693774738 A2IV
-9,230345623431 7,574973800621 F2V
4,478550603360 3,019476858697 VII
-8,610822176098 8,220999056029 G3IV
-6,285251665177 7,384381667141 A5III
5,116879491461 3,754074146060 B0IV
6,141534651550 1,290986044669 K4I
-7,135947000354 6,159206344831 G2IV
8,754983326106 2,397682337198 VII
4,203084448559 4,081226742082 G0V
7,772138359701 2,267331455616 K3IV
-7,995173734295 6,317207776079 F7IV
-8,309273271077 6,829150133421 M9IV
4,189528817789 3,043327607961 O5VI
-9,337229973604 8,388884856210 VII
4,156005803539 2,685808658733 B4VI
8,200714399035 2,251792031039 B9V
-9,659526637732 7,125286027748 VII
8,371961023152 3,846534704006 O8VI
-6,687832179629 8,468595585333 K8IV
6,609562228341 1,559554810295 M2VI
5,552516028762 3,873516604217 M7III
5,945688479930 3,192236302871 O0III
7,481679577443 3,927486461542 O0VI
-5,987534499637 7,499793167784 O0V
-9,383220949210 7,569843475613 M3II
6,882053870444 2,229515635066 G3I
6,517046701838 3,912474144485 K5V
6,329816260364 1,528694321147 O9II
6,848059815267 1,687448476809 B3VI
8,784320683711 2,632963096307 M8IV
8,028218159016 2,089147678028 F4II
-8,424173796150 8,447468280067 M1IV
8,948010683065 1,997831831321 F5II
6,454526389949 1,599518034295 VII
-5,843342909448 6,190783556525 A6I
7,047472102150 3,987671969327 B4I
4,454576984286 1,335705300706 VII
